Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity ,Wood Production Capacity,% Imputed
2010,SHINETSU CHEMICAL CO LIMITED,Japan,Chemicals nec,9.80%,76.63%,1107581717,1068131336,271170,14298716,3224845,45921,1051215,20609626,51113,3%
2010,TAIYO NIPPON SANSO CORPORATION,Japan,Chemicals nec,14.10%,215.83%,753337003,716334651,176533,9570937,2183635,30507,496911,24567991,24161,1%
2010,CLARIANT AG,Switzerland,Chemicals nec,6.01%,63.44%,459617130,351967891,85244,4658020,1088744,14950,8426,101801434,7580,1%
2010,WACKER CHEMIE AG,Germany,Chemicals nec,5.84%,35.69%,372297419,249435857,103328,2766897,665036,11346,2122336,117199043,6424,7%
2010,AIR WATER INCORPORATED,Japan,Chemicals nec,6.69%,101.17%,351824881,323866666,86574,4350533,960703,14161,488847,22081166,23769,1%
2010,KIMBERLYCLARK DE MEXICO S.A.B. DE C.V.,Mexico,Chemicals nec,16.54%,68.37%,351295631,231819508,76087,2899053,636879,10072,810063,115052894,8925,5%
2010,KAO CORP,Japan,Chemicals nec,2.18%,27.49%,318758281,300625824,74049,3762432,881865,12680,1357976,12049037,5582,11%
2010,NIPPON SHOKUBAI COMPANY LIMITED,Japan,Chemicals nec,10.45%,182.00%,314782493,303017912,68579,4075079,919218,12535,280126,6412835,3791,5%
2010,ASHLAND GLOBAL HOLDINGS INC,United States,Chemicals nec,3.26%,56.87%,294035765,246228106,78575,3363972,703852,11546,455414,43235625,41324,10%
2010,JSR CORPORATION,Japan,Chemicals nec,7.59%,116.44%,290475258,198675430,49233,2618251,603911,8638,355646,88175747,11597,3%
2010,ALBEMARLE CORPORATION,United States,Chemicals nec,10.63%,59.53%,251091023,217538905,69444,2863097,653823,10055,119400,29859310,23010,4%
2010,NITTO DENKO CORPORATION,Japan,Chemicals nec,2.63%,28.09%,194972149,162141236,59748,2025377,469605,8155,690072,29611509,33553,8%
2010,UMICORE SA,Belgium,Chemicals nec,1.24%,46.49%,161247597,155506635,41963,2026329,475318,6906,144317,3056664,10534,4%
2010,HINDUSTAN UNILEVER LIMITED,India,Chemicals nec,3.44%,23.52%,138288499,103658757,33755,1296964,266181,4530,490146,32546536,8370,8%
2010,JOHNSON MATTHEY PUBLIC LIMITED COMPANY,United Kingdom,Chemicals nec,0.90%,25.75%,110429782,106865337,27536,1369523,318711,4721,239193,1612909,8148,9%
2010,CLOROX CO,United States,Chemicals nec,1.99%,9.89%,110302289,87764513,33743,1222027,234414,4450,279656,20788862,25376,14%
2010,SANYO CHEMICAL INDUSTRIES LIMITED,Japan,Chemicals nec,6.30%,122.26%,92653841,84948925,18957,1150766,252181,3479,136663,6144196,1326,15%
2010,INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED,United States,Chemicals nec,3.37%,20.69%,88280118,66904399,21780,915773,190014,3162,132544,20124472,12027,10%
2010,GIVAUDAN SA,Switzerland,Chemicals nec,1.64%,10.69%,74490973,69961141,18542,931737,206214,2957,5017,3367322,1956,8%
2010,"CHURCH & DWIGHT CO.,INC.",United States,Chemicals nec,2.24%,13.06%,58028981,48445456,17476,669942,132696,2389,130844,8642051,11873,13%
2010,CRODA INTERNATIONAL PLC,United Kingdom,Chemicals nec,2.22%,11.16%,34855549,30486948,20668,371130,87910,2093,30557,3874281,18038,4%
2010,NIPPON KAYAKU CO LTD,Japan,Chemicals nec,1.48%,12.99%,25808217,24623965,5329,298519,69506,951,161703,646567,1678,16%
2010,VICTREX PLC,United Kingdom,Chemicals nec,2.84%,7.20%,8439532,8064173,2120,109651,23643,344,5779,234237,413,2%
2010,PENNON GROUP PLC,United Kingdom,"Collection,purification and distribution of water (41)",16.68%,67.10%,279175469,273093418,62548,3631952,851501,11374,2151,1522725,198,0%
2010,AMERICAN WATER WORKS CO INCORPORATED,United States,"Collection,purification and distribution of water (41)",9.30%,33.70%,252158766,246688871,56680,3280622,769023,10297,1792,1352272,791,0%
2010,SEVERN TRENT PLC,United Kingdom,"Collection,purification and distribution of water (41)",6.78%,21.20%,180971562,177003692,40630,2353932,551872,7380,3428,1010944,316,0%
2010,UNITED UTILITIES GROUP PLC,United Kingdom,"Collection,purification and distribution of water (41)",4.73%,15.47%,180800546,176818012,40652,2351395,551277,7378,4907,1027377,453,0%
2010,AQUA AMERICA INC,United States,"Collection,purification and distribution of water (41)",3.94%,10.52%,28610532,27989820,6472,372187,87229,1173,480,153384,212,1%
2010,PANASONIC CORPORATION,Japan,Computer and related activities (72),1.13%,43.91%,1031308581,995995677,237838,13319948,3099341,42510,62723,18581218,30673,0%
2010,INTERNATIONAL BUSINESS MACHINES CORPORATION,United States,Computer and related activities (72),0.89%,4.79%,892754860,841874508,193833,11112298,2603138,35119,115692,36823797,3525,2%
2010,SONY CORPORATION,Japan,Computer and related activities (72),0.62%,22.58%,551555915,538187388,124086,7180028,1672368,22533,61025,4313799,5313,0%
2010,SHARP CORPORATION,Japan,Computer and related activities (72),1.46%,77.32%,494873644,475785781,109487,6329161,1482774,19883,23303,11125582,2326,0%
2010,FUJITSU LIMITED,Japan,Computer and related activities (72),0.70%,34.62%,402836727,390804019,95304,5202353,1217258,16788,39568,5474810,13373,0%
2010,MICROSOFT CORPORATION,United States,Computer and related activities (72),0.51%,1.31%,316947539,310051835,80040,4114368,958663,13934,71810,1685504,28615,6%
2010,ORACLE CORPORATION,United States,Computer and related activities (72),0.31%,0.84%,82629925,80828552,22437,1071005,248524,3809,31069,436908,12380,10%
2010,NTT DATA CORPORATION,Japan,Computer and related activities (72),0.57%,7.92%,79788055,77799314,18773,1035306,242377,3329,9664,681651,2359,3%
2010,INFOSYS LIMITED,India,Computer and related activities (72),1.21%,3.92%,61437191,40310697,14731,553506,129577,2291,430,20441962,16004,0%
2010,ACCENTURE PLC,Ireland,Computer and related activities (72),0.26%,2.02%,59184097,57893254,14366,768429,179674,2519,12847,315925,2917,4%
2010,NIKON CORPORATION,Japan,Computer and related activities (72),0.60%,0,58495865,56611305,13621,753325,176376,2419,6642,933799,1621,3%
2010,"AUTOMATIC DATA PROCESSING,INC.",United States,Computer and related activities (72),0.63%,3.17%,56098095,54878286,13866,728535,169948,2432,10342,298807,4121,5%
2010,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,United States,Computer and related activities (72),1.22%,6.83%,56042317,52678271,12724,699920,163654,2269,5320,2482278,2120,3%
2010,SYMANTEC CORPORATION,United States,Computer and related activities (72),0.88%,4.99%,52720051,51574513,12676,685034,160031,2246,6933,281381,2763,4%
2010,CAPGEMINI SE,France,Computer and related activities (72),0.37%,5.65%,43152028,42202636,11052,562079,131301,1905,16157,230859,3960,7%
2010,CASIO COMPUTER COMPANY LIMITED,Japan,Computer and related activities (72),0.59%,0,30969960,29807520,6926,396829,92730,1252,3618,661424,339,0%
2010,AMDOCS LTD,United States,Computer and related activities (72),0.98%,7.30%,29313311,28676486,6999,380943,89025,1243,3464,156532,1380,4%
2010,"AKAMAI TECHNOLOGIES,INC.",United States,Computer and related activities (72),2.27%,9.15%,23254551,22749810,5353,302413,70802,964,1186,124496,472,2%
